buyNo,buyName,nationName,phone,regDateStr,detailLink,country_iso
3920,Denevy,체코/프라하,(+420) 774 494 633,2024.09.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3920,
3919,Buinsoft,체코/프라하,(+420) 778 406 906,2024.09.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3919,
3918,Digital Trans4orMation,체코/프라하,(+420) 728 709 979,2024.09.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3918,
3917,Aputime,체코/오스트라바,(+420) 737 335 555,2024.09.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3917,
3916,Cleverance,체코/프라하,-,2024.09.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3916,
3915,Lundegaard,체코/프라하,(+420) 222 253 015,2024.09.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3915,
3914,Etnetera Group,체코/프라하,(+420) 233 326 810,2024.09.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3914,
3913,Ki-Wi Digital,체코/브르노,(+420) 735 755 530,2024.09.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3913,
3912,Kentico,체코/브르노,(+420) 724 398 134,2024.09.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3912,
3911,Ibeo Automotive Systems GmbH (Microvision),독일/함부르크,(+49) 40 2986760,2024.09.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3911,
3910,NAVENTIK (ublox),독일/케멘츠,(+49) 371 337 1370,2024.09.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3910,
3909,Elektrobit Automotive GmbH,독일/엘랑겐,(+49) 9131 7701 0,2024.09.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3909,
3908,InnoSenT GmbH,독일/도너스도르프,(+49) 9528 9518-0,2024.09.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3908,
3907,Paravan GmbH,독일/프론스테텐-아이헬라우,(+49) (0) 7388 - 999 5 - 91,2024.09.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3907,
3906,Rheinmetall Automotive AG,독일/뒤셀도르프,(+49) 211 473-01,2024.09.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3906,
3905,dSPACE GmbH,독일/파더보른,(+49) 5251 1638-0,2024.09.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3905,
3904,Spyrosoft,폴란드/브로츠와프,(+48) 500 104 042,2024.09.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3904,
3903,Blees,폴란드/글리비체,(+48) 730 031 770,2024.09.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3903,
3902,Autonomous Systems,폴란드/글리비체,(+48) 535 050 919,2024.09.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3902,
3901,MedLanes GmbH,독일/베를린,-,2024.08.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3901,
3900,Vivy,독일/베를린,-,2024.08.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3900,
3899,medisana GmbH,독일/노이스,(+49) (02131) 3668-0,2024.08.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3899,
3898,MEYTEC GmbH Informationssysteme,독일/베르노이헨,(+49) 333 98 78 200,2024.08.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3898,
3897,Smartpatient GmbH,독일/뮌헨,(+49) 89 1222493 00,2024.08.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3897,
3896,DIPAT Vorsorgegenossenschaft eG,독일/라이프치히,-,2024.08.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3896,
3895,Ada Health GmbH,독일/베를린,(+49) 30 403 67 390,2024.08.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3895,
3894,Deepspin GmbH,독일/베를린,-,2024.08.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3894,
3893,datango GmbH,독일/카어스트,(+49) 2131 76201-0,2024.08.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3893,
3892,CompuGroup Medical SE & Co. KGaA,독일/코블렌츠,(+49) 261 8000-0,2024.08.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3892,
3891,Internet Initiative Japan (IIJ),일본/도쿄,(+81) 3 5205 6500,2024.08.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3891,
3890,Acroquest Technology,일본/요코하마,(+81) 45 476 3171,2024.08.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3890,
3889,Systena Corporation,일본/도쿄,-,2024.08.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3889,
3888,TechMatrix Corporation,일본/도쿄,(+81) 3 4405 7802,2024.08.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3888,
3887,Arent,일본/도쿄,(+81) 3 6228 3393,2024.08.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3887,
3886,Veeva,일본/도쿄,(+81) 3 6721 9800,2024.08.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3886,
3885,Techfirm,일본/도쿄,-,2024.08.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3885,
3884,Fenrir Inc.,일본/오사카,-,2024.08.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3884,
3883,Fixstars,일본/도쿄,(+81) 3 6420 075,2024.08.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3883,
3882,Nulab,일본/후쿠오카,-,2024.08.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3882,
3881,ioNetworks,"대만/신뎬구, 신베이시",(+886) 2 2218 0545,2024.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3881,
3880,NexAIoT (Nexcom),"대만/중허구, 신베이시",(+886) 2 8226 7796,2024.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3880,
3879,AICS (ASUS),"대만/베이터우구, 타이베이시",-,2024.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3879,
3878,VIA Technologies,"대만/신뎬구, 신베이시",(+886) 2 2218 5452,2024.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3878,
3877,Chimes AI,대만/타이베이,(+886) 2 7755 7750,2024.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3877,
3876,OSENSE TECHNOLOGY,"대만/다안구, 타이베이시",(+886) 2 87717175,2024.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3876,
3875,ChoozMo Inc.,"대만/주베이시, 신주현",(+886) 3 667 0804,2024.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3875,
3874,TPIsoftware,"대만/네이후구, 타이베이시",(+886) 2 2658 0508,2024.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3874,
3873,Appier,대만/타이베이,(+886) 2 8780 2800,2024.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3873,
3872,CyberLink,"대만/신뎬구, 신베이시",(+886) 2 8667 1298,2024.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3872,
3871,Maximo,페루/리마,(+51) 954 794 059,2024.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3871,
3870,Vida Software,페루/리마,(+51) 913 027 590,2024.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3870,
3869,Vooxell,페루/리마,(+51) 994 986 158,2024.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3869,
3868,Quantico AI,페루/리마,(+51) 1-739-0739,2024.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3868,
3867,DWConsulware,페루/리마,(+51) 1 628 2070,2024.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3867,
3866,MG Trading,페루/리마,(+51) 01 617-5757,2024.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3866,
3865,Inspira IT,페루/리마,(+51) 1 637 6352,2024.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3865,
3864,Wally,페루/리마,(+51) 1 705 2200,2024.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3864,
3863,Experian,페루/리마,(+51) 1 514-9000,2024.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3863,
3862,STRACON Tech,페루/리마,(+51) 1 208 02 30,2024.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3862,
3861,Babilonia,페루/리마,(+51) 939 818 085,2024.06.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3861,
3860,Doktuz,페루/리마,(+51) 1 676 4382,2024.06.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3860,
3859,EBD PERU,페루/리마,(+51) 1 712-5000,2024.06.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3859,
3858,Prediqt,페루/리마,(+51) 949 117 495,2024.06.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3858,
3857,TECH INNOVATION SAC,페루/리마,(+51) 992 397 297,2024.06.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3857,
3856,LIMA,페루/리마,(+51) 936 092 360,2024.06.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3856,
3855,Enotria SA,페루/리마,(+51) (01) 3171600,2024.06.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3855,
3854,Valtx,페루/리마,-,2024.06.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3854,
3853,Canvia,페루/리마,(+51) (01) 2136300,2024.06.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3853,
3852,G&S Gestión y Sistemas,페루/리마,(+51) (01) 7150077,2024.06.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3852,
3851,Tayana Software,인도/벵갈루루,(+91) 080 42056761,2024.06.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3851,
3850,WiSig Networks,인도/텔랑가나,-,2024.06.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3850,
3849,STL - Sterlite Technologies Limited,인도/푸네,(+91) 2030514000,2024.06.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3849,
3848,Saankhya Labs Pvt. Ltd,인도/벵갈루루,(+91) 80 6117 1000,2024.06.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3848,
3847,Astrome,인도/벵갈루루,-,2024.06.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3847,
3846,Airtel,인도/구르가온,https://www.airtel.in/business/b2b/contact-us,2024.06.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3846,
3845,Tech Mahindra,인도/푸네,(+91) 20 6627 3000,2024.06.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3845,
3844,Vihaan Networks Ltd (VNL),인도/구르가온,(+91) 124 265 7600,2024.06.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3844,
3843,Tejas Networks,인도/벵갈루루,(+91) 80 4179 4600,2024.06.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3843,
3842,Bharti Infratel Limited,인도/뭄바이,(+91) 7872335876,2024.06.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3842,
3841,Gridsum,중국/베이징,(+86)10 8261 9988,2024.05.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3841,
3840,Momenta,중국/베이징,(+86) (010)82526609,2024.05.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3840,
3839,DeepBlue Technology,중국/상하이,(+86) 400 115 5169,2024.05.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3839,
3838,INTELLIFUSION,중국/선전,(+86) 0755 2360 7360,2024.05.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3838,
3837,UBTECH Robotics,중국/선전,(+86) 755 83474428,2024.05.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3837,
3836,Xiao-i,중국/상하이,(+86) 21 52270508,2024.05.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3836,
3835,Hikvision,중국/항저우,(+86) 0571 88075998,2024.05.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3835,
3834,MEGVII,중국/베이징,(+86) 400 6700 866,2024.05.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3834,
3833,Cambricon(寒武纪),중국/베이징,-,2024.05.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3833,
3832,iFLYTEK,중국/허페이,-,2024.05.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3832,
3831,PREMIUM ESOWP LIMITED,나이지리아/아우카,(+234) 91-345978-62,2024.05.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3831,
3830,NetPlusDotCom,나이지리아/라고스,(+234) 818 778 2542,2024.05.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3830,
3829,NEWAGE Solutions,나이지리아/라고스,(+234) 702 5026000,2024.05.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3829,
3828,Yip,나이지리아/라고스,(+234) 809 5306440,2024.05.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3828,
3827,Green Mouse Technologies,나이지리아/라고스,(+234) 704 1738216,2024.05.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3827,
3826,Feegor,나이지리아/라고스,(+234) 814 643 9559,2024.05.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3826,
3825,Optisoft Technology,나이지리아/라고스,(+234) 708 895 7111,2024.05.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3825,
3824,Olivet Cloud Solutions,나이지리아/라고스,(+234) 803 3111066,2024.05.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3824,
3823,Acumen,나이지리아/라고스,(+234) 907 635 8050,2024.05.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3823,
3822,CWG PLC,나이지리아/라고스,(+234) 128 09800,2024.05.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3822,
3821,Vimlogy,싱가포르/퀸즈타운,(+65) 6684 8088,2024.04.25,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3821,
3820,brdgx,싱가포르/주롱 웨스트,(+65) 8910 9991,2024.04.25,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3820,
3819,360F,싱가포르/마리나 베이,-,2024.04.25,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3819,
3818,Xfers,싱가포르/퀸즈타운,-,2024.04.25,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3818,
3817,Jewel Paymentech,싱가포르/차이나타운,-,2024.04.25,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3817,
3816,YouTrip,싱가포르/차이나타운,(+65) 6904 9334,2024.04.25,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3816,
3815,Fomo Pay,싱가포르/차이나타운,-,2024.04.25,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3815,
3814,MatchMove,싱가포르/차이나타운,(+65) 6271 1371,2024.04.25,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3814,
3813,StashAway,싱가포르/세실,(+65) 6958 1052,2024.04.25,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3813,
3812,Instarem,싱가포르/노베나,(+65) 6950 1132,2024.04.25,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3812,
3811,SmartDev,베트남/다낭,(+84) 236 3666 767,2024.04.25,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3811,
3810,CODE88,베트남/호치민,(+84) 28 3547 5032,2024.04.25,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3810,
3809,InApps Technology,베트남/호치민,(+84) 287 109 3450,2024.04.25,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3809,
3808,Tinhvan Group,베트남/하노이,(+84) 4 3558 9970,2024.04.25,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3808,
3807,Kyanon Digital,베트남/호치민,(+84) 283 5171 080,2024.04.25,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3807,
3806,S3Corp,베트남/호치민,(+ 84) 28 3547 1411,2024.04.25,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3806,
3805,Orient Software,베트남/호치민,(+84) 28 3812 0101,2024.04.25,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3805,
3804,Axon Active,베트남/호치민,(+84) 28 7109 1234,2024.04.25,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3804,
3803,Savvycom Software,베트남/하노이,(+84) 24 3202 9222,2024.04.25,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3803,
3802,TMA Solutions,베트남/호치민,(+84) 28 3995 1060,2024.04.25,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3802,
3801,Affinsys AI,UAE/두바이,(+971) 50 1627569,2024.03.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3801,
3800,Acacus Group,UAE/두바이,(+971) 4 554 6144,2024.03.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3800,
3799,Presight,UAE/아부다비,-,2024.03.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3799,
3798,EVOTEQ,UAE/두바이,(+971) 4 3333593,2024.03.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3798,
3797,OCTALOOP TECHNOLOGIES,UAE/두바이,(+971) 56 365 4106,2024.03.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3797,
3796,Saal.ai,UAE/아부다비,(+971) 24 41 6755,2024.03.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3796,
3795,ABG,UAE/두바이,(+971) 48 87 9655,2024.03.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3795,
3794,SecureTech LLC,UAE/아부다비,(+971) 2 412 1000,2024.03.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3794,
3793,Bayanat,UAE/아부다비,(+971) 2 641 0000,2024.03.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3793,
3792,OREL IT,UAE/두바이,-,2024.03.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3792,
3791,Innova Limited,케냐/나이로비,(+254) 786 280 038,2024.03.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3791,
